,IndexNumber,UID,code3,FIPS,Lat,Long,Population,State,Area,Date,Deaths,Area_MA,Area_MW,Area_NE,Area_O,Area_S,Area_SW,Area_W,NumberOfDays,Firstdeath,DaysSinceFirst,PopulationScaled,DeathsScaled,ClinicianCountper100k,ClinicianRate,CityPopulationDensity,MostDenseCity
8368,8368,6220135229,62160,4135229.0,3196.450331630001,-6465.454558629999,5822434,Wisconsin,MW,2020-06-24,757,0,1,0,0,0,0,0,154,2020-03-19,97,-0.0600128163337309,-0.030548207310535806,1056.0,18.22,2389.0,Milwaukee
8369,8369,2101458641,21000,1458641.0,990.99836662,-2464.5245707,578759,Wyoming,W,2020-06-24,20,0,0,0,0,0,0,1,154,2020-04-13,72,-0.7613377768061093,-0.2726309676626627,123.0,21.23,862.0,Cheyenne
8370,8370,5796241491,57960,241491.0,2203.24678369,-5809.578199250002,4903185,Alabama,S,2020-06-25,896,0,0,0,0,1,0,0,155,2020-03-25,92,-0.18295946512284794,0.015109192538779856,555.0,11.39,2973.9,Normal
8371,8371,2604232344,26040,232344.0,1747.5798765500006,-4229.3193343,731545,Alaska,W,2020-06-25,12,0,0,0,0,0,0,1,155,2020-03-25,92,-0.7409031321321482,-0.2752587316827672,227.0,30.68,3458.4,Homesite Park
8372,8372,1428230216,14280,230216.0,505.13855463,-1671.9484819,7278717,Arizona,SW,2020-06-25,1495,0,0,0,0,0,1,0,155,2020-03-21,96,0.134760432849637,0.21186302354410416,1975.0,28.15,1212.0,Phoenix
8373,8373,6468550635,64680,550635.0,2618.39170427,-6932.548370129999,3017804,Arkansas,S,2020-06-25,240,0,0,0,0,1,0,0,155,2020-03-24,93,-0.4351232157939656,-0.20036745710978895,333.0,11.08,643.0,Little Rock
8374,8374,5040521376,50400,521376.0,2194.94977547,-7002.258461499999,39512223,California,W,2020-06-25,5806,0,0,0,0,0,0,1,155,2020-03-04,113,4.445889997770455,1.6278993598779157,5338.0,13.5,7286.0,San Francisco
8375,8375,5544685999,55440,685999.0,2491.870365929999,-6751.119357399997,5758736,Colorado,W,2020-06-25,1669,0,0,0,0,0,0,1,155,2020-03-12,105,-0.0685322225387626,0.269016890981377,1534.0,27.36,1774.0,Denver
8376,8376,840242082,8400,242082.0,332.90944112,-581.25463743,3565287,Connecticut,NE,2020-06-25,4298,0,0,1,0,0,0,0,155,2020-03-18,99,-0.3618990946700785,1.132565842088218,518.0,14.44,3523.0,Bridgeport
8377,8377,420200029,4200,200029.0,117.32783047,-226.59971237,973764,Delaware,MA,2020-06-25,507,1,0,0,0,0,0,0,155,2020-03-26,91,-0.7085071063295081,-0.11266583293880138,310.0,32.23,6269.3,Cleland Heights
8378,8378,252181023,2520,181023.0,38.90417773,-77.01655992,705749,District of Columbia,MA,2020-06-25,543,1,0,0,0,0,0,0,155,2020-03-20,97,-0.7443532656130266,-0.10084089484833113,94.0,13.55,4382.0,Washington
8379,8379,5796978574,57960,978574.0,1939.0305769000006,-5540.949841920001,21477737,Florida,S,2020-06-25,3327,0,0,0,0,1,0,0,155,2020-03-08,109,2.033834486875966,0.8136209841480343,4835.0,23.04,4969.0,Miami
8380,8380,13526262703,135240,2262703.0,5216.5566110300015,-13288.811358250005,10617423,Georgia,S,2020-06-25,2745,0,0,0,0,1,0,0,155,2020-03-12,105,0.5813018095518339,0.6224511516854321,1028.0,9.86,1384.0,Atlanta
8381,8381,316,316,66.0,13.4443,144.7937,164229,Guam,O,2020-06-25,5,0,0,0,1,0,0,0,155,2020-03-22,95,-0.8167798543308633,-0.27755802520035866,,,320.0,-
8382,8382,588245055,5880,245055.0,105.14141503,-786.6161824,1415872,Hawaii,W,2020-06-25,17,0,0,0,0,0,0,1,155,2020-03-24,93,-0.6493765584552553,-0.2736163791702019,212.0,14.85,15989.1,Mōʻiliʻili
8383,8383,3864875968,38640,875968.0,1947.5896553700006,-5036.245496399999,1787065,Idaho,W,2020-06-25,90,0,0,0,0,0,0,1,155,2020-03-26,91,-0.5997306677292619,-0.24963803248674835,457.0,26.62,2585.1,Ustick
8384,8384,8737914438,87360,1914438.0,4064.04900553,-9096.1896671,12671821,Illinois,MW,2020-06-25,6810,0,1,0,0,0,0,0,155,2020-03-17,100,0.8560710498545859,1.9576837444010304,2464.0,19.25,4612.0,Chicago
8385,8385,7897834500,78960,1834500.0,3665.0364912399987,-7932.1082973199955,6732219,Indiana,MW,2020-06-25,2586,0,1,0,0,0,0,0,155,2020-03-16,101,0.06166805236300616,0.5702243417858551,1104.0,16.56,921.0,Indianapolis
8386,8386,8486060839,84840,2060839.0,4160.9610923300015,-9253.08642292,3155070,Iowa,MW,2020-06-25,696,0,1,0,0,0,0,0,155,2020-03-25,92,-0.4167643220745415,-0.0505849079638326,1287.0,40.91,1143.0,Iowa City
8387,8387,8990281065,89880,2281065.0,4040.964784169999,-10298.87791087,2913314,Kansas,MW,2020-06-25,262,0,1,0,0,0,0,0,155,2020-03-13,104,-0.4490984230903292,-0.19314110605450166,801.0,27.5,2386.0,Westwood Hills
8388,8388,10250704442,102480,2704442.0,4514.6572620000015,-10223.986874159997,4467673,Kentucky,S,2020-06-25,546,0,0,0,0,1,0,0,155,2020-03-16,101,-0.2412078188414225,-0.09985548334079196,687.0,15.42,910.0,Louisville
8389,8389,5545582140,55440,1582140.0,1989.9153525399995,-5876.747945990001,4648794,Louisiana,S,2020-06-25,3164,0,0,0,0,1,0,0,155,2020-03-14,103,-0.2169834574601932,0.7600802922384051,261.0,5.57,896.0,New Orleans
8390,8390,1512538302,15120,538302.0,715.0030145,-1112.38029805,1344212,Maine,NE,2020-06-25,103,0,0,1,0,0,0,0,155,2020-03-27,90,-0.658960856999206,-0.2453679159540785,719.0,53.82,4497.9,Munjoy Hill
8391,8391,2184747127,21840,747127.0,936.35809657,-1840.21122261,6045680,Maryland,MA,2020-06-25,3129,1,0,0,0,0,0,0,155,2020-03-19,98,-0.030154369323644164,0.7485838246504479,723.0,11.95,2917.0,Baltimore
8392,8392,1428590248,14280,520246.0,630.9941489099998,-1071.27703141,6892503,Massachusetts,NE,2020-06-25,7962,0,0,1,0,0,0,0,155,2020-03-20,97,0.08310553084219388,2.336081763296078,878.0,12.8,5472.0,Boston
8393,8393,7310474950,73080,2334941.0,3655.6204674499986,-7070.080729440003,9986857,Michigan,MW,2020-06-25,6133,0,1,0,0,0,0,0,155,2020-03-12,105,0.4969655997323417,1.7353092141996866,5602.0,56.23,1873.0,Detroit
8394,8394,7478526623,74760,2526623.0,3963.02512922,-8215.492913339998,5639632,Minnesota,MW,2020-06-25,1441,0,1,0,0,0,0,0,155,2020-03-21,96,-0.08446200615275509,0.1941256164083988,818.0,14.67,3019.0,Minneapolis
8395,8395,7058472780,70560,2472780.0,2689.00357846,-7350.949515640002,2976149,Mississippi,S,2020-06-25,1016,0,0,0,0,1,0,0,155,2020-03-19,98,-0.4406944404080916,0.054525652840347334,397.0,13.3,2462.0,University
8396,8396,9915588598,99120,3518595.0,4460.98472627,-10729.940478620003,6626371,Missouri,MW,2020-06-25,987,0,1,0,0,0,0,0,155,2020-03-18,99,0.047511216858120695,0.04500000826746852,2235.0,36.56,1929.0,St. Louis
8397,8397,4873853196,48720,1853196.0,2630.58270339,-6143.222113399999,1068778,Montana,W,2020-06-25,21,0,0,0,0,0,0,1,155,2020-03-27,90,-0.6957992840876027,-0.27230249716014965,223.0,21.23,962.0,Billings
8398,8398,7983061711,79800,3061711.0,3842.926930089997,-9210.62813682,1934408,Nebraska,MW,2020-06-25,260,0,1,0,0,0,0,0,155,2020-03-28,89,-0.5800240071046271,-0.19379804705952774,270.0,14.06,2256.4,Beechwood
8399,8399,1596714838,15960,714838.0,667.3519446600002,-1998.5878901,3080156,Nevada,W,2020-06-25,495,0,0,0,0,0,0,1,155,2020-03-16,101,-0.4267838328353777,-0.11660747896895812,629.0,20.98,1747.0,Las Vegas
8400,8400,1008500166,10080,500166.0,434.78972876,-715.77656705,1359711,New Hampshire,NE,2020-06-25,357,0,0,1,0,0,0,0,155,2020-03-23,94,-0.656887914728306,-0.16193640831576073,345.0,25.69,2531.5,Cluffs Crossing
8401,8401,1932884509,19320,884509.0,846.0152591300001,-1567.07144401,8882190,New Jersey,MA,2020-06-25,14872,1,0,0,0,0,0,0,155,2020-03-10,107,0.3492198793911419,4.605812935661338,3043.0,33.79,23394.0,Guttenberg
8402,8402,2941326065,29400,1326065.0,1140.1288463,-3494.2745445,2096829,New Mexico,SW,2020-06-25,485,0,0,0,0,0,1,0,155,2020-03-25,92,-0.558300711628671,-0.11989218399408876,282.0,13.51,4044.0,Morningside
8403,8403,5378405916,53760,2405916.0,2637.73738266,-4679.39936508,26161672,New York,MA,2020-06-25,31903,1,0,0,0,0,0,0,155,2020-03-11,106,2.6602959912083644,10.199994063961304,3875.0,19.52,27799.0,Manhattan
8404,8404,8571880074,85680,3880074.0,3562.4209710000014,-7950.109873960002,10488084,North Carolina,S,2020-06-25,1336,0,0,0,0,1,0,0,155,2020-03-25,92,0.5640031270319338,0.15963621364452724,1324.0,12.89,1235.0,Raleigh
8405,8405,4622186885,46200,2186885.0,2511.855856580001,-5313.2178520900015,762062,North Dakota,MW,2020-06-25,78,0,1,0,0,0,0,0,155,2020-03-27,90,-0.7368215798203179,-0.2535796785169051,90.0,11.91,2446.6,Calspur
8406,8406,7563609822,75600,3609822.0,3547.3389435400013,-7289.51590458,11689100,Ohio,MW,2020-06-25,2772,0,1,0,0,0,0,0,155,2020-03-20,97,0.7246352216462442,0.6313198552532847,4424.0,37.95,1915.0,Cleveland
8407,8407,6639256009,66360,3256009.0,2733.6474108,-7488.35776672,3956971,Oklahoma,SW,2020-06-25,375,0,0,0,0,0,1,0,155,2020-03-19,98,-0.30951259744863296,-0.1560239392705256,1842.0,46.86,785.0,Tulsa
8408,8408,3193647378,31920,1647378.0,1601.7264242899994,-4373.1691055,4217737,Oregon,W,2020-06-25,197,0,0,0,0,0,0,1,155,2020-03-15,102,-0.2746359690072174,-0.21449168871785068,917.0,22.13,1874.0,Portland
8409,8409,5798988573,57960,2988573.0,2734.8112497699994,-5200.22629518,12801989,Pennsylvania,MA,2020-06-25,6557,1,0,0,0,0,0,0,155,2020-03-18,99,0.8734806085047251,1.8745807072652252,5750.0,44.9,4547.0,Philadelphia
8410,8410,630,630,72.0,18.2208,-66.5901,2933408,Puerto Rico,O,2020-06-25,151,0,0,0,1,0,0,0,155,2020-03-21,96,-0.4464109140902992,-0.22960133183345155,,,11907.4,Santa Teresita
8411,8411,588390113,5880,390113.0,208.27571053,-357.32052549,1059361,Rhode Island,NE,2020-06-25,920,0,0,1,0,0,0,0,155,2020-03-28,89,-0.6970587780785096,0.022992484599093352,266.0,25.1,3783.0,Providence
8412,8412,4034242206,40320,2242206.0,1562.0437180300007,-3725.23638584,5148714,South Carolina,S,2020-06-25,693,0,0,0,0,1,0,0,155,2020-03-16,101,-0.15012073728029046,-0.051570319471371785,718.0,14.29,2427.6,Tranquil Acres
8413,8413,5715210577,57120,3210577.0,2921.9978651999995,-6554.50198811,884659,South Dakota,MW,2020-06-25,87,0,1,0,0,0,0,0,155,2020-03-11,106,-0.720424618494715,-0.25062344399428754,176.0,20.24,881.0,Sioux Falls
8414,8414,8152644119,81480,4644119.0,3409.0847101599993,-8180.328683919997,6829174,Tennessee,S,2020-06-25,567,0,0,0,0,1,0,0,155,2020-03-20,97,0.07463547722106839,-0.09295760278801764,823.0,12.25,793.0,Memphis
8415,8415,21516426612,215040,12426612.0,8041.803434339999,-25057.879425249987,28995881,Texas,SW,2020-06-25,2317,0,0,0,0,0,1,0,155,2020-03-17,100,3.0393624884446457,0.4818657766098414,4471.0,15.8,1524.0,Dallas
8416,8416,3110012044,31080,1591939.0,1388.55098628,-3904.519943400001,3205958,Utah,W,2020-06-25,164,0,0,0,0,0,0,1,155,2020-03-22,95,-0.40995821288804185,-0.2253312153007817,577.0,18.6,696.0,Salt Lake City
8417,8417,1344870296,13440,870296.0,618.2329411800001,-1017.58132988,623989,Vermont,NE,2020-06-25,56,0,0,1,0,0,0,0,155,2020-03-19,98,-0.7552884072395045,-0.26080602957219245,79.0,12.67,2428.3,Northfield Center
8418,8418,850,850,78.0,18.3358,-64.8963,107268,Virgin Islands,O,2020-06-25,6,0,0,0,1,0,0,0,155,2020-04-05,81,-0.8243982080757974,-0.2772295546978456,,,1878.9,Frenchtown
8419,8419,11346988213,113400,6988213.0,4996.297993259999,-10442.323660759994,8535519,Virginia,S,2020-06-25,1675,0,0,0,0,1,0,0,155,2020-03-14,103,0.30285372867205274,0.2709877139964554,1249.0,14.75,1463.0,Richmond
8420,8420,3446238627,34440,2238627.0,1842.11767038,-4708.0495961999995,7614893,Washington,W,2020-06-25,1300,0,0,0,0,0,0,1,155,2020-02-29,117,0.1797229104844565,0.147811275554057,1261.0,17.03,3336.0,Seattle
8421,8421,4791143133,47880,3143133.0,2134.78395387,-4433.959998229999,1792147,West Virginia,S,2020-06-25,92,0,0,0,0,1,0,0,155,2020-03-30,87,-0.5990509662891229,-0.24898109148172226,741.0,40.81,3681.3,West Side
8422,8422,6220135229,62160,4135229.0,3196.450331630001,-6465.454558629999,5822434,Wisconsin,MW,2020-06-25,766,0,1,0,0,0,0,0,155,2020-03-19,98,-0.0600128163337309,-0.027591972787918244,1056.0,18.22,2389.0,Milwaukee
8423,8423,2101458641,21000,1458641.0,990.99836662,-2464.5245707,578759,Wyoming,W,2020-06-25,20,0,0,0,0,0,0,1,155,2020-04-13,73,-0.7613377768061093,-0.2726309676626627,123.0,21.23,862.0,Cheyenne
8424,8424,5796241491,57960,241491.0,2203.24678369,-5809.578199250002,4903185,Alabama,S,2020-06-26,907,0,0,0,0,1,0,0,156,2020-03-25,93,-0.18295946512284794,0.01872236806642354,555.0,11.39,2973.9,Normal
8425,8425,2604232344,26040,232344.0,1747.5798765500006,-4229.3193343,731545,Alaska,W,2020-06-26,14,0,0,0,0,0,0,1,156,2020-03-25,93,-0.7409031321321482,-0.2746017906777411,227.0,30.68,3458.4,Homesite Park
8426,8426,1428230216,14280,230216.0,505.13855463,-1671.9484819,7278717,Arizona,SW,2020-06-26,1536,0,0,0,0,0,1,0,156,2020-03-21,97,0.134760432849637,0.2253303141471397,1975.0,28.15,1212.0,Phoenix
8427,8427,6468550635,64680,550635.0,2618.39170427,-6932.548370129999,3017804,Arkansas,S,2020-06-26,249,0,0,0,0,1,0,0,156,2020-03-24,94,-0.4351232157939656,-0.19741122258717145,333.0,11.08,643.0,Little Rock
8428,8428,5040521376,50400,521376.0,2194.94977547,-7002.258461499999,39512223,California,W,2020-06-26,5868,0,0,0,0,0,0,1,156,2020-03-04,114,4.445889997770455,1.6482645310337256,5338.0,13.5,7286.0,San Francisco
8429,8429,5544685999,55440,685999.0,2491.870365929999,-6751.119357399997,5758736,Colorado,W,2020-06-26,1673,0,0,0,0,0,0,1,156,2020-03-12,106,-0.0685322225387626,0.2703307729914293,1534.0,27.36,1774.0,Denver
8430,8430,840242082,8400,242082.0,332.90944112,-581.25463743,3565287,Connecticut,NE,2020-06-26,4307,0,0,1,0,0,0,0,156,2020-03-18,100,-0.3618990946700785,1.1355220766108354,518.0,14.44,3523.0,Bridgeport
8431,8431,420200029,4200,200029.0,117.32783047,-226.59971237,973764,Delaware,MA,2020-06-26,507,1,0,0,0,0,0,0,156,2020-03-26,92,-0.7085071063295081,-0.11266583293880138,310.0,32.23,6269.3,Cleland Heights
8432,8432,252181023,2520,181023.0,38.90417773,-77.01655992,705749,District of Columbia,MA,2020-06-26,546,1,0,0,0,0,0,0,156,2020-03-20,98,-0.7443532656130266,-0.09985548334079196,94.0,13.55,4382.0,Washington
8433,8433,5796978574,57960,978574.0,1939.0305769000006,-5540.949841920001,21477737,Florida,S,2020-06-26,3366,0,0,0,0,1,0,0,156,2020-03-08,110,2.033834486875966,0.8264313337460437,4835.0,23.04,4969.0,Miami
8434,8434,13526262703,135240,2262703.0,5216.5566110300015,-13288.811358250005,10617423,Georgia,S,2020-06-26,2770,0,0,0,0,1,0,0,156,2020-03-12,106,0.5813018095518339,0.6306629142482586,1028.0,9.86,1384.0,Atlanta
8435,8435,316,316,66.0,13.4443,144.7937,164229,Guam,O,2020-06-26,5,0,0,0,1,0,0,0,156,2020-03-22,96,-0.8167798543308633,-0.27755802520035866,,,320.0,-
8436,8436,588245055,5880,245055.0,105.14141503,-786.6161824,1415872,Hawaii,W,2020-06-26,17,0,0,0,0,0,0,1,156,2020-03-24,94,-0.6493765584552553,-0.2736163791702019,212.0,14.85,15989.1,Mōʻiliʻili
8437,8437,3864875968,38640,875968.0,1947.5896553700006,-5036.245496399999,1787065,Idaho,W,2020-06-26,90,0,0,0,0,0,0,1,156,2020-03-26,92,-0.5997306677292619,-0.24963803248674835,457.0,26.62,2585.1,Ustick
8438,8438,8737914438,87360,1914438.0,4064.04900553,-9096.1896671,12671821,Illinois,MW,2020-06-26,6847,0,1,0,0,0,0,0,156,2020-03-17,101,0.8560710498545859,1.9698371529940133,2464.0,19.25,4612.0,Chicago
8439,8439,7897834500,78960,1834500.0,3665.0364912399987,-7932.1082973199955,6732219,Indiana,MW,2020-06-26,2595,0,1,0,0,0,0,0,156,2020-03-16,102,0.06166805236300616,0.5731805763084727,1104.0,16.56,921.0,Indianapolis
8440,8440,8486060839,84840,2060839.0,4160.9610923300015,-9253.08642292,3155070,Iowa,MW,2020-06-26,704,0,1,0,0,0,0,0,156,2020-03-25,93,-0.4167643220745415,-0.0479571439437281,1287.0,40.91,1143.0,Iowa City
8441,8441,8990281065,89880,2281065.0,4040.964784169999,-10298.87791087,2913314,Kansas,MW,2020-06-26,265,0,1,0,0,0,0,0,156,2020-03-13,105,-0.4490984230903292,-0.19215569454696246,801.0,27.5,2386.0,Westwood Hills
8442,8442,10250704442,102480,2704442.0,4514.6572620000015,-10223.986874159997,4467673,Kentucky,S,2020-06-26,553,0,0,0,0,1,0,0,156,2020-03-16,102,-0.2412078188414225,-0.09755618982320052,687.0,15.42,910.0,Louisville
8443,8443,5545582140,55440,1582140.0,1989.9153525399995,-5876.747945990001,4648794,Louisiana,S,2020-06-26,3190,0,0,0,0,1,0,0,156,2020-03-14,104,-0.2169834574601932,0.7686205253037448,261.0,5.57,896.0,New Orleans
8444,8444,1512538302,15120,538302.0,715.0030145,-1112.38029805,1344212,Maine,NE,2020-06-26,103,0,0,1,0,0,0,0,156,2020-03-27,91,-0.658960856999206,-0.2453679159540785,719.0,53.82,4497.9,Munjoy Hill
8445,8445,2184747127,21840,747127.0,936.35809657,-1840.21122261,6045680,Maryland,MA,2020-06-26,3142,1,0,0,0,0,0,0,156,2020-03-19,99,-0.030154369323644164,0.7528539411831178,723.0,11.95,2917.0,Baltimore
8446,8446,1428590248,14280,520246.0,630.9941489099998,-1071.27703141,6892503,Massachusetts,NE,2020-06-26,8012,0,0,1,0,0,0,0,156,2020-03-20,98,0.08310553084219388,2.3525052884217312,878.0,12.8,5472.0,Boston
8447,8447,7310474950,73080,2334941.0,3655.6204674499986,-7070.080729440003,9986857,Michigan,MW,2020-06-26,6134,0,1,0,0,0,0,0,156,2020-03-12,106,0.4969655997323417,1.7356376847022,5602.0,56.23,1873.0,Detroit
8448,8448,7478526623,74760,2526623.0,3963.02512922,-8215.492913339998,5639632,Minnesota,MW,2020-06-26,1446,0,1,0,0,0,0,0,156,2020-03-21,97,-0.08446200615275509,0.19576796892096407,818.0,14.67,3019.0,Minneapolis
8449,8449,7058472780,70560,2472780.0,2689.00357846,-7350.949515640002,2976149,Mississippi,S,2020-06-26,1022,0,0,0,0,1,0,0,156,2020-03-19,99,-0.4406944404080916,0.056496475855425714,397.0,13.3,2462.0,University
8450,8450,9915588598,99120,3518595.0,4460.98472627,-10729.940478620003,6626371,Missouri,MW,2020-06-26,997,0,1,0,0,0,0,0,156,2020-03-18,100,0.047511216858120695,0.048284713292599146,2235.0,36.56,1929.0,St. Louis
8451,8451,4873853196,48720,1853196.0,2630.58270339,-6143.222113399999,1068778,Montana,W,2020-06-26,22,0,0,0,0,0,0,1,156,2020-03-27,91,-0.6957992840876027,-0.2719740266576366,223.0,21.23,962.0,Billings
8452,8452,7983061711,79800,3061711.0,3842.926930089997,-9210.62813682,1934408,Nebraska,MW,2020-06-26,266,0,1,0,0,0,0,0,156,2020-03-28,90,-0.5800240071046271,-0.19182722404444935,270.0,14.06,2256.4,Beechwood
8453,8453,1596714838,15960,714838.0,667.3519446600002,-1998.5878901,3080156,Nevada,W,2020-06-26,498,0,0,0,0,0,0,1,156,2020-03-16,102,-0.4267838328353777,-0.11562206746141895,629.0,20.98,1747.0,Las Vegas
8454,8454,1008500166,10080,500166.0,434.78972876,-715.77656705,1359711,New Hampshire,NE,2020-06-26,365,0,0,1,0,0,0,0,156,2020-03-23,95,-0.656887914728306,-0.15930864429565622,345.0,25.69,2531.5,Cluffs Crossing
8455,8455,1932884509,19320,884509.0,846.0152591300001,-1567.07144401,8882190,New Jersey,MA,2020-06-26,14914,1,0,0,0,0,0,0,156,2020-03-10,108,0.3492198793911419,4.619608696766886,3043.0,33.79,23394.0,Guttenberg
8456,8456,2941326065,29400,1326065.0,1140.1288463,-3494.2745445,2096829,New Mexico,SW,2020-06-26,489,0,0,0,0,0,1,0,156,2020-03-25,93,-0.558300711628671,-0.1185783019840365,282.0,13.51,4044.0,Morningside
8457,8457,5378405916,53760,2405916.0,2637.73738266,-4679.39936508,26161672,New York,MA,2020-06-26,31921,1,0,0,0,0,0,0,156,2020-03-11,107,2.6602959912083644,10.205906533006537,3875.0,19.52,27799.0,Manhattan
8458,8458,8571880074,85680,3880074.0,3562.4209710000014,-7950.109873960002,10488084,North Carolina,S,2020-06-26,1348,0,0,0,0,1,0,0,156,2020-03-25,93,0.5640031270319338,0.16357785967468402,1324.0,12.89,1235.0,Raleigh
8459,8459,4622186885,46200,2186885.0,2511.855856580001,-5313.2178520900015,762062,North Dakota,MW,2020-06-26,78,0,1,0,0,0,0,0,156,2020-03-27,91,-0.7368215798203179,-0.2535796785169051,90.0,11.91,2446.6,Calspur
8460,8460,7563609822,75600,3609822.0,3547.3389435400013,-7289.51590458,11689100,Ohio,MW,2020-06-26,2788,0,1,0,0,0,0,0,156,2020-03-20,98,0.7246352216462442,0.6365753832934937,4424.0,37.95,1915.0,Cleveland
8461,8461,6639256009,66360,3256009.0,2733.6474108,-7488.35776672,3956971,Oklahoma,SW,2020-06-26,377,0,0,0,0,0,1,0,156,2020-03-19,99,-0.30951259744863296,-0.15536699826549946,1842.0,46.86,785.0,Tulsa
8462,8462,3193647378,31920,1647378.0,1601.7264242899994,-4373.1691055,4217737,Oregon,W,2020-06-26,202,0,0,0,0,0,0,1,156,2020-03-15,103,-0.2746359690072174,-0.21284933620528534,917.0,22.13,1874.0,Portland
8463,8463,5798988573,57960,2988573.0,2734.8112497699994,-5200.22629518,12801989,Pennsylvania,MA,2020-06-26,6579,1,0,0,0,0,0,0,156,2020-03-18,100,0.8734806085047251,1.8818070583205129,5750.0,44.9,4547.0,Philadelphia
8464,8464,630,630,72.0,18.2208,-66.5901,2933408,Puerto Rico,O,2020-06-26,151,0,0,0,1,0,0,0,156,2020-03-21,97,-0.4464109140902992,-0.22960133183345155,,,11907.4,Santa Teresita
8465,8465,588390113,5880,390113.0,208.27571053,-357.32052549,1059361,Rhode Island,NE,2020-06-26,927,0,0,1,0,0,0,0,156,2020-03-28,90,-0.6970587780785096,0.025291778116684788,266.0,25.1,3783.0,Providence
8466,8466,4034242206,40320,2242206.0,1562.0437180300007,-3725.23638584,5148714,South Carolina,S,2020-06-26,694,0,0,0,0,1,0,0,156,2020-03-16,102,-0.15012073728029046,-0.05124184896885873,718.0,14.29,2427.6,Tranquil Acres
8467,8467,5715210577,57120,3210577.0,2921.9978651999995,-6554.50198811,884659,South Dakota,MW,2020-06-26,88,0,1,0,0,0,0,0,156,2020-03-11,107,-0.720424618494715,-0.2502949734917745,176.0,20.24,881.0,Sioux Falls
8468,8468,8152644119,81480,4644119.0,3409.0847101599993,-8180.328683919997,6829174,Tennessee,S,2020-06-26,577,0,0,0,0,1,0,0,156,2020-03-20,98,0.07463547722106839,-0.08967289776288702,823.0,12.25,793.0,Memphis
8469,8469,21516426612,215040,12426612.0,8041.803434339999,-25057.879425249987,28995881,Texas,SW,2020-06-26,2354,0,0,0,0,0,1,0,156,2020-03-17,101,3.0393624884446457,0.4940191852028247,4471.0,15.8,1524.0,Dallas
8470,8470,3110012044,31080,1591939.0,1388.55098628,-3904.519943400001,3205958,Utah,W,2020-06-26,166,0,0,0,0,0,0,1,156,2020-03-22,96,-0.40995821288804185,-0.2246742742957556,577.0,18.6,696.0,Salt Lake City
8471,8471,1344870296,13440,870296.0,618.2329411800001,-1017.58132988,623989,Vermont,NE,2020-06-26,56,0,0,1,0,0,0,0,156,2020-03-19,99,-0.7552884072395045,-0.26080602957219245,79.0,12.67,2428.3,Northfield Center
8472,8472,850,850,78.0,18.3358,-64.8963,107268,Virgin Islands,O,2020-06-26,6,0,0,0,1,0,0,0,156,2020-04-05,82,-0.8243982080757974,-0.2772295546978456,,,1878.9,Frenchtown
8473,8473,11346988213,113400,6988213.0,4996.297993259999,-10442.323660759994,8535519,Virginia,S,2020-06-26,1700,0,0,0,0,1,0,0,156,2020-03-14,104,0.30285372867205274,0.279199476559282,1249.0,14.75,1463.0,Richmond
8474,8474,3446238627,34440,2238627.0,1842.11767038,-4708.0495961999995,7614893,Washington,W,2020-06-26,1304,0,0,0,0,0,0,1,156,2020-02-29,118,0.1797229104844565,0.14912515756410927,1261.0,17.03,3336.0,Seattle
8475,8475,4791143133,47880,3143133.0,2134.78395387,-4433.959998229999,1792147,West Virginia,S,2020-06-26,92,0,0,0,0,1,0,0,156,2020-03-30,88,-0.5990509662891229,-0.24898109148172226,741.0,40.81,3681.3,West Side
8476,8476,6220135229,62160,4135229.0,3196.450331630001,-6465.454558629999,5822434,Wisconsin,MW,2020-06-26,766,0,1,0,0,0,0,0,156,2020-03-19,99,-0.0600128163337309,-0.027591972787918244,1056.0,18.22,2389.0,Milwaukee
8477,8477,2101458641,21000,1458641.0,990.99836662,-2464.5245707,578759,Wyoming,W,2020-06-26,20,0,0,0,0,0,0,1,156,2020-04-13,74,-0.7613377768061093,-0.2726309676626627,123.0,21.23,862.0,Cheyenne
8478,8478,5796241491,57960,241491.0,2203.24678369,-5809.578199250002,4903185,Alabama,S,2020-06-27,919,0,0,0,0,1,0,0,157,2020-03-25,94,-0.18295946512284794,0.022664014096580292,555.0,11.39,2973.9,Normal
8479,8479,2604232344,26040,232344.0,1747.5798765500006,-4229.3193343,731545,Alaska,W,2020-06-27,14,0,0,0,0,0,0,1,157,2020-03-25,94,-0.7409031321321482,-0.2746017906777411,227.0,30.68,3458.4,Homesite Park
8480,8480,1428230216,14280,230216.0,505.13855463,-1671.9484819,7278717,Arizona,SW,2020-06-27,1580,0,0,0,0,0,1,0,157,2020-03-21,98,0.134760432849637,0.2397830162577145,1975.0,28.15,1212.0,Phoenix
8481,8481,6468550635,64680,550635.0,2618.39170427,-6932.548370129999,3017804,Arkansas,S,2020-06-27,259,0,0,0,0,1,0,0,157,2020-03-24,95,-0.4351232157939656,-0.19412651756204086,333.0,11.08,643.0,Little Rock
8482,8482,5040521376,50400,521376.0,2194.94977547,-7002.258461499999,39512223,California,W,2020-06-27,5899,0,0,0,0,0,0,1,157,2020-03-04,115,4.445889997770455,1.6584471166116306,5338.0,13.5,7286.0,San Francisco
8483,8483,5544685999,55440,685999.0,2491.870365929999,-6751.119357399997,5758736,Colorado,W,2020-06-27,1674,0,0,0,0,0,0,1,157,2020-03-12,107,-0.0685322225387626,0.2706592434939423,1534.0,27.36,1774.0,Denver
